headword,CEFR,CEFR_numeric,word_length,syllable_count,POS,frequency,POS_adjective,POS_adverb,POS_noun,POS_unknown,POS_verb
estimated,B2,4,9,4,verb,4.62,0,0,0,0,1
eternal,B1,3,7,3,adjective,4.11,1,0,0,0,0
eternally,B2,4,9,4,adverb,3.26,0,1,0,0,0
eternity,B1,3,8,4,noun,3.8,0,0,1,0,0
ethic,B2,4,5,2,noun,3.54,0,0,1,0,0
ethnic,B2,4,6,2,noun,4.33,0,0,1,0,0
euro,A2,2,4,2,noun,4.09,0,0,1,0,0
evacuate,B2,4,8,4,verb,3.53,0,0,0,0,1
evacuation,B2,4,10,4,noun,3.74,0,0,1,0,0
evaluate,B2,4,8,4,verb,4.01,0,0,0,0,1
evaluation,B2,4,10,4,noun,4.21,0,0,1,0,0
even,B1,3,4,2,noun,5.99,0,0,1,0,0
even,A2,2,4,2,noun,5.99,0,0,1,0,0
evening,A1,1,7,3,noun,4.86,0,0,1,0,0
evenly,B1,3,6,3,adverb,3.65,0,1,0,0,0
event,A1,1,5,2,noun,5.18,0,0,1,0,0
eventually,B1,3,10,4,adverb,4.88,0,1,0,0,0
ever,A2,2,4,2,adverb,5.66,0,1,0,0,0
everlasting,B2,4,11,4,noun,3.44,0,0,1,0,0
every,A1,1,5,3,adjective,5.79,1,0,0,0,0
everybody,A1,1,9,5,unknown,4.84,0,0,0,1,0
everyday,A1,1,8,4,adjective,4.47,1,0,0,0,0
everyone,A1,1,8,4,unknown,5.47,0,0,0,1,0
everything,A1,1,10,4,unknown,5.54,0,0,0,1,0
everywhere,A1,1,10,5,adverb,4.66,0,1,0,0,0
evidence,A2,2,8,4,noun,5.14,0,0,1,0,0
evident,B1,3,7,3,adjective,3.99,1,0,0,0,0
evidently,B2,4,9,4,adverb,3.6,0,1,0,0,0
evil,B2,4,4,2,noun,4.74,0,0,1,0,0
evolution,B2,4,9,4,noun,4.41,0,0,1,0,0
evolve,B2,4,6,3,verb,3.8,0,0,0,0,1
exact,B1,3,5,2,verb,4.51,0,0,0,0,1
exactly,A2,2,7,3,adverb,5.15,0,1,0,0,0
exactness,B2,4,9,3,noun,1.99,0,0,1,0,0
exaggerate,B2,4,10,5,verb,3.19,0,0,0,0,1
exaggeration,B2,4,12,5,noun,3.3,0,0,1,0,0
exalt,B2,4,5,2,verb,2.6,0,0,0,0,1
exam,A2,2,4,2,noun,4.26,0,0,1,0,0
examination,B1,3,11,5,noun,4.26,0,0,1,0,0
examine,B1,3,7,4,verb,4.18,0,0,0,0,1
examinee,B2,4,8,4,noun,1.74,0,0,1,0,0
examiner,B1,3,8,4,noun,3.52,0,0,1,0,0
example,A1,1,7,3,noun,5.27,0,0,1,0,0
exceed,B2,4,6,2,verb,3.92,0,0,0,0,1
excel,B2,4,5,2,verb,3.73,0,0,0,0,1
excellence,B1,3,10,4,noun,4.07,0,0,1,0,0
excellent,A1,1,9,3,adjective,4.73,1,0,0,0,0
except,A2,2,6,2,verb,5.02,0,0,0,0,1
exception,B2,4,9,3,noun,4.35,0,0,1,0,0
exceptional,B2,4,11,4,adjective,4.05,1,0,0,0,0
exceptionally,B2,4,13,5,adverb,3.74,0,1,0,0,0
excess,B1,3,6,2,noun,4.21,0,0,1,0,0
excessive,B2,4,9,4,adjective,4.12,1,0,0,0,0
exchange,A2,2,8,3,noun,4.85,0,0,1,0,0
exchange,B1,3,8,3,noun,4.85,0,0,1,0,0
exchange rate,B1,3,13,5,unknown,4.67,0,0,0,1,0
excited,A1,1,7,3,verb,4.74,0,0,0,0,1
excitedly,B1,3,9,4,adverb,3.06,0,1,0,0,0
excitement,B1,3,10,4,noun,4.19,0,0,1,0,0
exciting,A1,1,8,3,verb,4.54,0,0,0,0,1
exclaim,B2,4,7,2,verb,2.82,0,0,0,0,1
exclamation mark,B2,4,16,5,unknown,3.09,0,0,0,1,0
exclude,B2,4,7,3,verb,3.78,0,0,0,0,1
exclusion,B2,4,9,3,noun,3.68,0,0,1,0,0
exclusive,B1,3,9,4,noun,4.56,0,0,1,0,0
exclusively,B2,4,11,5,adverb,4.24,0,1,0,0,0
excursion,B2,4,9,3,noun,3.33,0,0,1,0,0
excuse,A1,1,6,3,noun,4.56,0,0,1,0,0
excuse,B1,3,6,3,noun,4.56,0,0,1,0,0
execute,B2,4,7,4,verb,3.95,0,0,0,0,1
execution,B2,4,9,4,noun,4.29,0,0,1,0,0
executive,B2,4,9,5,noun,4.87,0,0,1,0,0
exercise,A2,2,8,4,noun,4.68,0,0,1,0,0
exercise,A1,1,8,4,noun,4.68,0,0,1,0,0
exhaust,B2,4,7,2,noun,3.81,0,0,1,0,0
exhausted,B1,3,9,3,verb,4.08,0,0,0,0,1
exhausting,B2,4,10,3,verb,3.6,0,0,0,0,1
exhaustion,B2,4,10,3,noun,3.49,0,0,1,0,0
exhibit,B2,4,7,3,noun,4.16,0,0,1,0,0
exhibition,A2,2,10,4,noun,4.37,0,0,1,0,0
exile,B2,4,5,3,noun,3.84,0,0,1,0,0
exist,A2,2,5,2,verb,4.73,0,0,0,0,1
existence,B1,3,9,4,noun,4.55,0,0,1,0,0
existing,B2,4,8,3,verb,4.75,0,0,0,0,1
exit,B1,3,4,2,noun,4.35,0,0,1,0,0
exotic,B2,4,6,3,adjective,3.91,1,0,0,0,0
expand,B1,3,6,2,verb,4.35,0,0,0,0,1
expansion,B2,4,9,3,noun,4.54,0,0,1,0,0
expect,A2,2,6,2,verb,5.01,0,0,0,0,1
expectation,B2,4,11,4,noun,3.99,0,0,1,0,0
expected,B2,4,8,3,verb,4.96,0,0,0,0,1
expedition,B2,4,10,4,noun,3.99,0,0,1,0,0
expense,B1,3,7,3,noun,4.23,0,0,1,0,0
expensive,A1,1,9,4,adjective,4.69,1,0,0,0,0
experience,A2,2,10,4,noun,5.27,0,0,1,0,0
experience,B1,3,10,4,noun,5.27,0,0,1,0,0
experienced,B1,3,11,4,verb,4.63,0,0,0,0,1
experiment,B1,3,10,4,noun,4.38,0,0,1,0,0
experiment,B2,4,10,4,noun,4.38,0,0,1,0,0
expert,B2,4,6,2,noun,4.56,0,0,1,0,0
expert,A2,2,6,2,noun,4.56,0,0,1,0,0
explain,A2,2,7,2,verb,4.89,0,0,0,0,1
explanation,A2,2,11,4,noun,4.44,0,0,1,0,0
explode,B2,4,7,3,verb,3.8,0,0,0,0,1
exploit,B2,4,7,2,noun,3.83,0,0,1,0,0
exploration,B1,3,11,4,noun,4.19,0,0,1,0,0
explore,A2,2,7,3,verb,4.31,0,0,0,0,1
explorer,B2,4,8,3,noun,3.85,0,0,1,0,0
explosion,B1,3,9,3,noun,4.22,0,0,1,0,0
explosive,B2,4,9,4,noun,3.97,0,0,1,0,0
export,B2,4,6,2,noun,4.24,0,0,1,0,0
expose,B1,3,6,3,noun,3.98,0,0,1,0,0
express,A2,2,7,2,noun,4.68,0,0,1,0,0
express,B1,3,7,2,noun,4.68,0,0,1,0,0
expression,A2,2,10,3,noun,4.55,0,0,1,0,0
expressive,B2,4,10,4,adjective,3.43,1,0,0,0,0
exquisite,B2,4,9,4,adjective,3.61,1,0,0,0,0
extend,B1,3,6,2,verb,4.34,0,0,0,0,1
extension,B2,4,9,3,noun,4.46,0,0,1,0,0
extensive,B2,4,9,4,adjective,4.49,1,0,0,0,0
extensively,B1,3,11,5,adverb,3.87,0,1,0,0,0
extent,B1,3,6,2,noun,4.47,0,0,1,0,0
external,B2,4,8,3,noun,4.52,0,0,1,0,0
extinct,B1,3,7,2,adjective,3.66,1,0,0,0,0
extinction,B1,3,10,3,noun,3.76,0,0,1,0,0
extra,A2,2,5,2,noun,4.98,0,0,1,0,0
extra,B1,3,5,2,noun,4.98,0,0,1,0,0
extract,B2,4,7,2,noun,4.02,0,0,1,0,0
extraordinarily,B2,4,15,6,adverb,3.42,0,1,0,0,0
extraordinary,B1,3,13,5,adjective,4.36,1,0,0,0,0
extreme,B1,3,7,3,noun,4.6,0,0,1,0,0
extreme sports,B1,3,14,4,unknown,4.44,0,0,0,1,0
extremely,A2,2,9,4,adverb,4.79,0,1,0,0,0
exultant,B2,4,8,3,adjective,2.16,1,0,0,0,0
eye,A1,1,3,1,noun,5.02,0,0,1,0,0
eyebrow,B2,4,7,2,noun,3.37,0,0,1,0,0
eyelash,B2,4,7,2,noun,2.84,0,0,1,0,0
eyelid,B2,4,6,2,noun,3.01,0,0,1,0,0
eyesight,B1,3,8,2,noun,3.28,0,0,1,0,0
fabric,B2,4,6,2,noun,4.08,0,0,1,0,0
fabulous,B2,4,8,3,adjective,4.08,1,0,0,0,0
face,A1,1,4,1,noun,5.45,0,0,1,0,0
face,A2,2,4,1,noun,5.45,0,0,1,0,0
face to face,B1,3,12,5,unknown,5.15,0,0,0,1,0
face-to-face,B1,3,12,5,adjective,5.15,1,0,0,0,0
facilitate,B2,4,10,5,verb,3.99,0,0,0,0,1
facilities,B2,4,10,4,noun,4.66,0,0,1,0,0
facility,B1,3,8,4,noun,4.6,0,0,1,0,0
fact,A2,2,4,1,noun,5.41,0,0,1,0,0
factor,B2,4,6,2,noun,4.67,0,0,1,0,0
factory,A1,1,7,3,noun,4.55,0,0,1,0,0
faculty,B2,4,7,3,noun,4.32,0,0,1,0,0
fade,B1,3,4,1,noun,3.86,0,0,1,0,0
fail,A2,2,4,1,verb,4.61,0,0,0,0,1
failure,B1,3,7,3,noun,4.72,0,0,1,0,0
faint,B1,3,5,1,noun,3.78,0,0,1,0,0
faint,B2,4,5,1,noun,3.78,0,0,1,0,0
fair,A1,1,4,1,noun,4.99,0,0,1,0,0
fair,B1,3,4,1,noun,4.99,0,0,1,0,0
fairly,A2,2,6,2,adverb,4.5,0,1,0,0,0
fairy,A1,1,5,2,noun,4.08,0,0,1,0,0
faith,B2,4,5,1,noun,4.82,0,0,1,0,0
faithful,B1,3,8,2,noun,4.1,0,0,1,0,0
fake,B1,3,4,1,noun,4.65,0,0,1,0,0
fall,B1,3,4,1,noun,5.13,0,0,1,0,0
fall,A2,2,4,1,noun,5.13,0,0,1,0,0
fallen,B1,3,6,2,verb,4.39,0,0,0,0,1
FALSE,A1,1,5,2,adjective,4.63,1,0,0,0,0
falter,B2,4,6,2,noun,2.82,0,0,1,0,0
fame,B2,4,4,1,noun,4.34,0,0,1,0,0
familiar,A2,2,8,3,noun,4.61,0,0,1,0,0
familiarize/familiarise,B2,4,23,10,unknown,2.12,0,0,0,1,0
family,A1,1,6,3,noun,5.66,0,0,1,0,0
famous,A1,1,6,2,adjective,4.84,1,0,0,0,0
fan,A1,1,3,1,noun,4.92,0,0,1,0,0
fancy,A2,2,5,2,noun,4.35,0,0,1,0,0
fancy,B1,3,5,2,noun,4.35,0,0,1,0,0
fantastic,A2,2,9,3,adjective,4.71,1,0,0,0,0
fantastically,B2,4,13,5,adverb,3.02,0,1,0,0,0
fantasy,B1,3,7,3,noun,4.52,0,0,1,0,0
far,B2,4,3,1,noun,5.5,0,0,1,0,0
far,A2,2,3,1,noun,5.5,0,0,1,0,0
faraway,B1,3,7,3,adjective,2.99,1,0,0,0,0
fare,A2,2,4,1,noun,3.94,0,0,1,0,0
farewell,B1,3,8,3,noun,3.89,0,0,1,0,0
farm,A1,1,4,1,noun,4.75,0,0,1,0,0
farmer,A1,1,6,2,noun,4.15,0,0,1,0,0
farming,B1,3,7,2,noun,4.21,0,0,1,0,0
farmland,B1,3,8,2,noun,3.35,0,0,1,0,0
farther,B1,3,7,2,adjective,3.85,1,0,0,0,0
farthest,B1,3,8,2,adjective,3.06,1,0,0,0,0
fascinate,B1,3,9,4,verb,2.51,0,0,0,0,1
fascinated,B2,4,10,4,verb,3.6,0,0,0,0,1
fascinating,A2,2,11,4,verb,4.13,0,0,0,0,1
fascination,B2,4,11,4,noun,3.48,0,0,1,0,0
fashion,A2,2,7,2,noun,4.82,0,0,1,0,0
fashionable,B1,3,11,4,adjective,3.65,1,0,0,0,0
fast,A1,1,4,1,noun,5.13,0,0,1,0,0
fast food,A2,2,9,2,unknown,4.94,0,0,0,1,0
fasten,B1,3,6,2,verb,2.98,0,0,0,0,1
fat,A1,1,3,1,noun,4.85,0,0,1,0,0
fat,B2,4,3,1,noun,4.85,0,0,1,0,0
fatal,B2,4,5,2,adjective,4.1,1,0,0,0,0
fate,B2,4,4,1,noun,4.36,0,0,1,0,0
father,A1,1,6,2,noun,5.26,0,0,1,0,0
father-in-law,B2,4,13,4,noun,5.05,0,0,1,0,0
fault,A2,2,5,1,noun,4.64,0,0,1,0,0
faulty,B2,4,6,2,adjective,3.62,1,0,0,0,0
favor/favour,A2,2,12,4,unknown,4.12,0,0,0,1,0
favorable/favourable,B1,3,20,8,unknown,3.36,0,0,0,1,0
favorite/favourite,A1,1,18,8,unknown,4.42,0,0,0,1,0
fax,B1,3,3,1,noun,3.63,0,0,1,0,0
fear,A2,2,4,1,noun,4.95,0,0,1,0,0
fear,B2,4,4,1,noun,4.95,0,0,1,0,0
fearsome,B2,4,8,3,adjective,3.05,1,0,0,0,0
feast,B1,3,5,1,noun,3.95,0,0,1,0,0
feat,B2,4,4,1,noun,3.99,0,0,1,0,0
feather,A2,2,7,2,noun,3.69,0,0,1,0,0
feature,A2,2,7,3,noun,4.82,0,0,1,0,0
feature,B2,4,7,3,noun,4.82,0,0,1,0,0
February,A1,1,8,3,noun,5.03,0,0,1,0,0
fed up,B2,4,6,2,unknown,4.5,0,0,0,1,0
federal,B2,4,7,3,noun,5.13,0,0,1,0,0
fee,A2,2,3,1,noun,4.51,0,0,1,0,0
feed,A1,1,4,1,noun,4.67,0,0,1,0,0
feed,B1,3,4,1,noun,4.67,0,0,1,0,0
feedback,B2,4,8,2,noun,4.32,0,0,1,0,0
feel,A2,2,4,1,noun,5.67,0,0,1,0,0
feel,A1,1,4,1,noun,5.67,0,0,1,0,0
feeling,A1,1,7,2,noun,5.13,0,0,1,0,0
fellow,B2,4,6,2,noun,4.76,0,0,1,0,0
fellow,B1,3,6,2,noun,4.76,0,0,1,0,0
female,A2,2,6,3,noun,5.0,0,0,1,0,0
female,B2,4,6,3,noun,5.0,0,0,1,0,0
fence,A2,2,5,2,noun,4.21,0,0,1,0,0
ferry,B1,3,5,2,noun,4.02,0,0,1,0,0
ferryboat,B2,4,9,3,noun,2.02,0,0,1,0,0
festival,A1,1,8,3,noun,4.72,0,0,1,0,0
festive,B1,3,7,3,adjective,3.58,1,0,0,0,0
fetch,B1,3,5,1,noun,3.65,0,0,1,0,0
fever,A1,1,5,2,noun,4.22,0,0,1,0,0
feverishly,B1,3,10,4,adverb,2.53,0,1,0,0,0
few,A2,2,3,1,noun,5.6,0,0,1,0,0
few,B1,3,3,1,noun,5.6,0,0,1,0,0
fiber/fibre,B2,4,11,4,unknown,3.52,0,0,0,1,0
fiction,A2,2,7,2,noun,4.44,0,0,1,0,0
fictional,B2,4,9,3,adjective,3.86,1,0,0,0,0
field,A1,1,5,1,noun,5.24,0,0,1,0,0
fierce,B2,4,6,2,adjective,3.92,1,0,0,0,0
fifteen,A1,1,7,2,noun,4.14,0,0,1,0,0
fifth,B1,3,5,1,noun,4.78,0,0,1,0,0
fifty,A1,1,5,2,noun,4.29,0,0,1,0,0
fight,A1,1,5,1,noun,5.23,0,0,1,0,0
fight,B1,3,5,1,noun,5.23,0,0,1,0,0
fighter,A2,2,7,2,noun,4.32,0,0,1,0,0
fighting,B2,4,8,2,noun,4.92,0,0,1,0,0
figurative,B2,4,10,5,adjective,3.12,1,0,0,0,0
figure,A2,2,6,3,noun,5.07,0,0,1,0,0
file,A1,1,4,1,noun,4.75,0,0,1,0,0
file,B2,4,4,1,noun,4.75,0,0,1,0,0
filial,B2,4,6,2,adjective,2.64,1,0,0,0,0
fill,A1,1,4,1,noun,4.64,0,0,1,0,0
filling,B1,3,7,2,noun,4.19,0,0,1,0,0
film,A2,2,4,1,noun,5.2,0,0,1,0,0
film,B1,3,4,1,noun,5.2,0,0,1,0,0
film-maker,B1,3,10,3,unknown,4.18,0,0,0,1,0
filter,B1,3,6,2,noun,4.28,0,0,1,0,0
final,A2,2,5,2,noun,5.28,0,0,1,0,0
finally,A2,2,7,3,adverb,5.17,0,1,0,0,0
finance,B2,4,7,3,noun,4.65,0,0,1,0,0
finance,B1,3,7,3,noun,4.65,0,0,1,0,0
financial,B1,3,9,3,adjective,5.08,1,0,0,0,0
financially,B2,4,11,4,adverb,3.98,0,1,0,0,0
find,A1,1,4,1,noun,5.76,0,0,1,0,0
finding,B1,3,7,2,noun,4.85,0,0,1,0,0
fine,A1,1,4,1,noun,5.23,0,0,1,0,0
fine,B2,4,4,1,noun,5.23,0,0,1,0,0
fine,B1,3,4,1,noun,5.23,0,0,1,0,0
finely,B2,4,6,3,adverb,3.52,0,1,0,0,0
finger,B1,3,6,2,noun,4.48,0,0,1,0,0
fingernail,B2,4,10,3,noun,2.73,0,0,1,0,0
finish,A1,1,6,2,noun,4.91,0,0,1,0,0
fire,A1,1,4,1,noun,5.3,0,0,1,0,0
fire,B2,4,4,1,noun,5.3,0,0,1,0,0
fire brigade,B2,4,12,5,unknown,3.88,0,0,0,1,0
fire station,B1,3,12,4,unknown,4.83,0,0,0,1,0
firearm,B2,4,7,2,noun,3.69,0,0,1,0,0
firefighter,B1,3,11,4,noun,3.37,0,0,1,0,0
fireplace,B2,4,9,4,noun,3.54,0,0,1,0,0
firework,B1,3,8,3,noun,2.96,0,0,1,0,0
firm,B1,3,4,1,noun,4.79,0,0,1,0,0
firmly,B1,3,6,2,adverb,4.0,0,1,0,0,0
firmness,B2,4,8,2,noun,2.8,0,0,1,0,0
first,A1,1,5,1,noun,6.11,0,0,1,0,0
first floor,B1,3,11,2,unknown,4.91,0,0,0,1,0
first lady,B1,3,10,3,unknown,4.92,0,0,0,1,0
first language,B2,4,14,4,unknown,5.06,0,0,0,1,0
first name,A2,2,10,3,unknown,5.49,0,0,0,1,0
first person,B2,4,12,3,unknown,5.44,0,0,0,1,0
first-floor,B1,3,11,2,unknown,4.91,0,0,0,1,0
firstly,B2,4,7,2,adverb,3.73,0,1,0,0,0
fiscal,B2,4,6,2,adjective,4.26,1,0,0,0,0
fish,A1,1,4,1,noun,4.9,0,0,1,0,0
fish,B1,3,4,1,noun,4.9,0,0,1,0,0
fisherman,A2,2,9,3,noun,3.49,0,0,1,0,0
fishing,A1,1,7,2,noun,4.47,0,0,1,0,0
fit,A2,2,3,1,noun,4.95,0,0,1,0,0
fit,B2,4,3,1,noun,4.95,0,0,1,0,0
fit,B1,3,3,1,noun,4.95,0,0,1,0,0
fitness,B1,3,7,2,noun,4.39,0,0,1,0,0
five,A1,1,4,1,noun,5.45,0,0,1,0,0
fix,A2,2,3,1,noun,4.75,0,0,1,0,0
fix,B1,3,3,1,noun,4.75,0,0,1,0,0
fixed,B2,4,5,2,verb,4.7,0,0,0,0,1
flag,A1,1,4,1,noun,4.58,0,0,1,0,0
flame,B2,4,5,2,noun,4.07,0,0,1,0,0
flap,B2,4,4,1,noun,3.49,0,0,1,0,0
flash,B1,3,5,1,noun,4.45,0,0,1,0,0
flash,B2,4,5,1,noun,4.45,0,0,1,0,0
flat,B1,3,4,1,noun,4.72,0,0,1,0,0
flat,B2,4,4,1,noun,4.72,0,0,1,0,0
flat,A1,1,4,1,noun,4.72,0,0,1,0,0
flavor/flavour,B1,3,14,4,unknown,3.56,0,0,0,1,0
flaw,B2,4,4,1,noun,3.6,0,0,1,0,0
flawless,B2,4,8,2,adjective,3.6,1,0,0,0,0
flax,B2,4,4,1,noun,3.05,0,0,1,0,0
flea,A2,2,4,1,noun,3.42,0,0,1,0,0
flee,B2,4,4,1,verb,3.81,0,0,0,0,1
fleet,B2,4,5,1,noun,4.33,0,0,1,0,0
flesh,B2,4,5,1,noun,4.2,0,0,1,0,0
flexibility,B2,4,11,5,noun,4.02,0,0,1,0,0
flexible,B2,4,8,3,adjective,4.13,1,0,0,0,0
flexibly,B2,4,8,3,adverb,2.47,0,1,0,0,0
flight,A2,2,6,1,noun,4.86,0,0,1,0,0
flip,B2,4,4,1,noun,4.2,0,0,1,0,0
float,A2,2,5,1,noun,3.94,0,0,1,0,0
float,B1,3,5,1,noun,3.94,0,0,1,0,0
flock,B1,3,5,1,noun,3.69,0,0,1,0,0
flood,A2,2,5,1,noun,4.34,0,0,1,0,0
flood,B1,3,5,1,noun,4.34,0,0,1,0,0
floor,A1,1,5,1,noun,4.94,0,0,1,0,0
flour,A2,2,5,1,noun,4.0,0,0,1,0,0
flow,B1,3,4,1,noun,4.68,0,0,1,0,0
flower,A1,1,6,2,noun,4.42,0,0,1,0,0
flu,B1,3,3,1,noun,3.96,0,0,1,0,0
fluency,B2,4,7,2,noun,3.02,0,0,1,0,0
fluent,B1,3,6,1,adjective,3.52,1,0,0,0,0
fluently,B1,3,8,2,adverb,2.91,0,1,0,0,0
fluid,B2,4,5,1,noun,4.22,0,0,1,0,0
flunk,B1,3,5,1,noun,2.17,0,0,1,0,0
flute,B1,3,5,2,noun,3.52,0,0,1,0,0
flutter,B2,4,7,2,noun,3.06,0,0,1,0,0
fly,A1,1,3,1,noun,4.75,0,0,1,0,0
focus,B2,4,5,2,noun,5.0,0,0,1,0,0
focus,A1,1,5,2,noun,5.0,0,0,1,0,0
fog,A2,2,3,1,noun,3.9,0,0,1,0,0
foggy,A1,1,5,2,adjective,3.19,1,0,0,0,0
fold,B1,3,4,1,noun,4.08,0,0,1,0,0
folder,A2,2,6,2,noun,3.74,0,0,1,0,0
folk,B1,3,4,1,noun,4.22,0,0,1,0,0
follow,A2,2,6,2,verb,5.14,0,0,0,0,1
follower,B2,4,8,3,noun,3.56,0,0,1,0,0
following,A1,1,9,3,noun,5.46,0,0,1,0,0
following,B2,4,9,3,noun,5.46,0,0,1,0,0
folly,B2,4,5,2,noun,3.34,0,0,1,0,0
fond,B1,3,4,1,adjective,3.89,1,0,0,0,0
fondly,B2,4,6,2,adverb,3.2,0,1,0,0,0
fondness,B1,3,8,2,noun,3.14,0,0,1,0,0
food,A1,1,4,1,noun,5.4,0,0,1,0,0
fool,A2,2,4,1,noun,4.29,0,0,1,0,0
fool,B1,3,4,1,noun,4.29,0,0,1,0,0
foolish,B1,3,7,2,adjective,3.89,1,0,0,0,0
foolishly,B2,4,9,3,adverb,2.96,0,1,0,0,0
foot,B1,3,4,1,noun,4.87,0,0,1,0,0
football,A1,1,8,2,noun,5.11,0,0,1,0,0
footballer,A2,2,10,3,noun,3.69,0,0,1,0,0
footnote,B2,4,8,3,noun,3.17,0,0,1,0,0
for,A2,2,3,1,unknown,7.01,0,0,0,1,0
for,A1,1,3,1,unknown,7.01,0,0,0,1,0
forbid,A2,2,6,2,verb,3.66,0,0,0,0,1
forbidden,B1,3,9,3,verb,3.96,0,0,0,0,1
force,A2,2,5,2,noun,5.23,0,0,1,0,0
force,B2,4,5,2,noun,5.23,0,0,1,0,0
forcefully,B2,4,10,4,adverb,3.26,0,1,0,0,0
forecast,B1,3,8,3,noun,4.09,0,0,1,0,0
forehead,B1,3,8,3,noun,3.87,0,0,1,0,0
foreign,A1,1,7,2,adjective,5.08,1,0,0,0,0
foreigner,A1,1,9,3,noun,3.48,0,0,1,0,0
foreman,B2,4,7,3,noun,3.58,0,0,1,0,0
foresee,B2,4,7,3,verb,3.18,0,0,0,0,1
forest,A2,2,6,2,noun,4.7,0,0,1,0,0
forestry,B2,4,8,3,noun,3.69,0,0,1,0,0
forever,A2,2,7,3,adverb,4.74,0,1,0,0,0
forget,A1,1,6,2,verb,5.06,0,0,0,0,1
forgive,B1,3,7,3,verb,4.25,0,0,0,0,1
fork,A2,2,4,1,noun,4.03,0,0,1,0,0
form,A1,1,4,1,noun,5.31,0,0,1,0,0
form,B1,3,4,1,noun,5.31,0,0,1,0,0
formal,B1,3,6,2,noun,4.45,0,0,1,0,0
formally,B1,3,8,3,adverb,4.01,0,1,0,0,0
format,B1,3,6,2,noun,4.47,0,0,1,0,0
formation,B2,4,9,3,noun,4.49,0,0,1,0,0
former,B1,3,6,2,noun,5.28,0,0,1,0,0
formerly,B2,4,8,3,adverb,4.24,0,1,0,0,0
formidable,B2,4,10,4,adjective,3.65,1,0,0,0,0
formula,B1,3,7,3,noun,4.45,0,0,1,0,0
forth,B1,3,5,1,noun,4.4,0,0,1,0,0
forthcoming,B2,4,11,3,adjective,3.75,1,0,0,0,0
fortnight,B1,3,9,2,noun,3.41,0,0,1,0,0
fortunate,B1,3,9,4,adjective,3.97,1,0,0,0,0
fortunately,A2,2,11,5,adverb,3.97,0,1,0,0,0
fortune,A2,2,7,3,noun,4.3,0,0,1,0,0
forty,A1,1,5,2,noun,4.2,0,0,1,0,0
forward,A2,2,7,2,noun,5.12,0,0,1,0,0
foul,B2,4,4,1,noun,4.05,0,0,1,0,0
found,B2,4,5,1,noun,5.68,0,0,1,0,0
foundation,B1,3,10,3,noun,4.81,0,0,1,0,0
fountain,B1,3,8,2,noun,3.91,0,0,1,0,0
four,A1,1,4,1,noun,5.53,0,0,1,0,0
fourteen,A1,1,8,2,noun,3.88,0,0,1,0,0
fox,B2,4,3,1,noun,4.66,0,0,1,0,0
fragment,B1,3,8,2,noun,3.55,0,0,1,0,0
fragrance,B2,4,9,3,noun,3.53,0,0,1,0,0
frame,A2,2,5,2,noun,4.58,0,0,1,0,0
frame,B2,4,5,2,noun,4.58,0,0,1,0,0
frank,A2,2,5,1,noun,4.75,0,0,1,0,0
frankly,B2,4,7,2,adverb,4.05,0,1,0,0,0
frantically,B2,4,11,4,adverb,3.18,0,1,0,0,0
fraud,B2,4,5,1,noun,4.37,0,0,1,0,0
freak,B2,4,5,1,noun,4.08,0,0,1,0,0
free,A1,1,4,1,noun,5.63,0,0,1,0,0
free,A2,2,4,1,noun,5.63,0,0,1,0,0
free,B2,4,4,1,noun,5.63,0,0,1,0,0
freedom,A2,2,7,2,noun,4.86,0,0,1,0,0
freely,B1,3,6,2,adverb,4.07,0,1,0,0,0
freeze,A2,2,6,2,noun,4.11,0,0,1,0,0
freezer,B1,3,7,2,noun,3.66,0,0,1,0,0
freezing,B1,3,8,2,noun,4.05,0,0,1,0,0
frequency,B1,3,9,3,noun,4.36,0,0,1,0,0
frequent,B1,3,8,2,verb,4.27,0,0,0,0,1
frequently,B1,3,10,3,adverb,4.56,0,1,0,0,0
fresh,A2,2,5,1,adjective,4.83,1,0,0,0,0
freshman,B1,3,8,2,noun,3.98,0,0,1,0,0
Friday,A1,1,6,2,noun,4.96,0,0,1,0,0
fridge,A2,2,6,2,noun,4.02,0,0,1,0,0
fried,A2,2,5,1,verb,4.06,0,0,0,0,1
friend,A1,1,6,1,noun,5.37,0,0,1,0,0
friendliness,B1,3,12,3,noun,2.93,0,0,1,0,0
friendly,B2,4,8,2,noun,4.64,0,0,1,0,0
friendship,A2,2,10,2,noun,4.39,0,0,1,0,0
frigate,B2,4,7,3,noun,3.09,0,0,1,0,0
fright,B1,3,6,1,noun,3.3,0,0,1,0,0
frighten,A2,2,8,2,verb,3.08,0,0,0,0,1
frightened,A2,2,10,3,verb,3.74,0,0,0,0,1
frightening,A2,2,11,3,noun,3.67,0,0,1,0,0
frog,A1,1,4,1,noun,3.89,0,0,1,0,0
from,A1,1,4,1,unknown,6.63,0,0,0,1,0
front,A1,1,5,1,noun,5.28,0,0,1,0,0
front,A2,2,5,1,noun,5.28,0,0,1,0,0
frontier,B2,4,8,2,noun,3.97,0,0,1,0,0
frost,B1,3,5,1,noun,3.95,0,0,1,0,0
frozen,B1,3,6,2,verb,4.32,0,0,0,0,1
frugal,B2,4,6,2,adjective,3.11,1,0,0,0,0
fruit,A1,1,5,1,noun,4.57,0,0,1,0,0
frustrated,B1,3,10,3,verb,4.08,0,0,0,0,1
frustration,B1,3,11,3,noun,3.97,0,0,1,0,0
